employee_id,employee_name,gender,age,department,role,joining_date,tenure_years,performance_score,salary,bonus,training_hours,attrition_status,manager_id
EMP-14135,Betty Ramirez,Female,63,Operations,Operations Associate,2014-08-19,10.4,0.53,39238.07,2448.46,47,False,EMP-14699
EMP-14136,Thomas Ramirez,Other,33,HR,Recruitment Coordinator,2010-04-14,14.7,0.3,41880.0,1842.72,94,False,EMP-11639
EMP-14137,George Martin,Male,49,Sales,Senior Account Executive,2018-08-18,6.4,0.44,86973.21,8175.48,95,False,EMP-12761
EMP-14138,Mary Lewis,Female,41,Marketing,Content Manager,2016-03-19,8.8,0.79,70551.24,5869.86,72,False,EMP-13323
EMP-14139,Daniel Taylor,Male,29,Sales,Account Executive,2017-07-03,7.5,0.58,65707.36,4362.97,80,False,EMP-12785
EMP-14140,Thomas King,Male,37,Sales,Regional Sales Manager,2016-10-28,8.2,0.6,107587.59,20441.64,97,False,EMP-11594
EMP-14141,Jennifer King,Female,47,Finance,Financial Analyst,2014-04-19,10.7,0.78,52721.15,4344.22,107,False,EMP-12729
EMP-14142,Sharon Torres,Female,28,IT,Software Engineer,2019-11-10,5.1,0.61,54688.8,3762.59,56,False,EMP-13250
EMP-14143,Carol Lopez,Female,51,Operations,Process Coordinator,2012-09-29,12.3,0.64,69726.91,4964.56,70,False,EMP-13447
EMP-14144,Richard Brown,Male,56,Operations,Operations Associate,2014-06-01,10.6,0.6,41118.67,2796.07,95,False,EMP-12806
EMP-14145,Rebecca Allen,Female,53,HR,HR Manager,2016-06-17,8.5,0.58,106163.13,19852.51,102,False,EMP-13482
EMP-14146,Jennifer Williams,Female,46,Operations,Logistics Coordinator,2010-07-23,14.4,0.37,68118.95,3378.7,89,False,EMP-13903
EMP-14147,Melissa Harris,Female,52,Sales,Senior Account Executive,2016-11-13,8.1,0.58,95937.94,10361.3,61,False,EMP-10307
EMP-14148,Edward Allen,Male,35,IT,QA Engineer,2014-05-28,10.6,0.37,80442.21,3989.93,65,False,EMP-13675
EMP-14149,Joshua Johnson,Male,32,Operations,Process Coordinator,2019-03-14,5.8,0.74,55368.92,4385.22,63,False,EMP-14553
EMP-14150,Andrew Williams,Male,44,HR,Recruiter,2012-05-21,12.6,0.62,56682.23,3945.08,81,False,EMP-14072
EMP-14151,Patricia Jackson,Female,41,HR,Talent Acquisition Manager,2013-06-23,11.5,0.37,106782.22,16604.64,78,False,EMP-10293
EMP-14152,Linda Brown,Female,33,Finance,Accounts Payable Specialist,2015-12-05,9.1,0.52,49717.13,3062.58,95,False,EMP-10854
EMP-14153,Amanda Anderson,Female,37,Sales,Sales Associate,2014-11-24,10.1,0.41,46944.12,2478.65,50,False,EMP-13275
EMP-14154,Stephanie Moore,Female,46,HR,HR Business Partner,2018-02-02,6.9,0.76,58983.1,4765.83,70,False,EMP-14231
EMP-14155,Dorothy Robinson,Female,47,Operations,Logistics Coordinator,2017-05-13,7.6,0.6,66688.35,4534.81,89,False,EMP-11809
EMP-14156,Andrew Smith,Male,46,Operations,Operations Manager,2011-11-26,13.1,0.74,128360.83,27084.14,57,False,EMP-12182
EMP-14157,Edward Clark,Male,40,Sales,Account Executive,2013-05-13,11.6,0.7,84457.96,6418.8,90,False,EMP-11652
EMP-14158,Richard Taylor,Male,42,IT,DevOps Manager,2015-02-10,9.9,0.29,112969.14,16211.07,42,True,EMP-14728
EMP-14159,Mark Sanchez,Male,59,Sales,Business Development Executive,2013-09-21,11.3,0.27,80101.71,3332.23,87,False,EMP-13217
EMP-14160,David Harris,Male,55,Sales,Senior Account Executive,2016-04-29,8.7,0.64,78213.62,8916.35,65,False,EMP-10645
EMP-14161,Margaret Rodriguez,Female,43,Sales,Junior Sales Executive,2013-06-29,11.5,0.36,60557.54,2955.21,71,False,EMP-11356
EMP-14162,William Johnson,Male,55,Marketing,Marketing Specialist,2015-10-31,9.2,0.85,56830.87,5001.12,72,False,EMP-12656
EMP-14163,Ashley Moore,Female,35,Sales,Senior Sales Executive,2014-03-23,10.8,0.52,74066.97,7554.83,100,False,EMP-13292
EMP-14164,Jacob Martinez,Male,39,Sales,Sales Director,2012-11-12,12.1,0.74,153454.74,32378.95,103,False,EMP-10483
EMP-14165,Andrew Taylor,Male,26,Marketing,Content Manager,2013-03-27,11.8,0.84,75573.88,6590.04,110,False,EMP-11779
EMP-14166,Daniel Taylor,Male,48,IT,Software Engineer,2013-09-09,11.3,0.8,60020.95,5041.76,91,False,EMP-12101
EMP-14167,Paul Jones,Male,27,Finance,FP&A Manager,2012-11-07,12.1,0.71,97929.94,20222.53,112,False,EMP-14073
EMP-14168,Ryan Johnson,Male,55,Operations,Operations Director,2013-08-18,11.4,0.87,147318.34,33956.88,63,False,EMP-14242
EMP-14169,Betty Smith,Female,59,Sales,Senior Account Executive,2014-05-01,10.7,0.71,81091.0,9812.01,112,False,EMP-10706
EMP-14170,Sharon Anderson,Female,48,HR,HR Business Partner,2012-12-25,12.0,0.61,66079.67,4546.28,61,False,EMP-14243
EMP-14171,Ashley Walker,Female,31,Sales,Sales Director,2016-04-27,8.7,0.78,179551.05,38962.58,108,False,EMP-10730
EMP-14172,William Scott,Male,47,Operations,Logistics Manager,2011-05-27,13.6,0.85,102126.69,23233.82,118,False,EMP-10901
EMP-14173,Kenneth Moore,Male,50,Marketing,Marketing Manager,2015-10-07,9.2,0.59,95469.62,17996.02,82,True,EMP-13020
EMP-14174,Kenneth Nguyen,Male,37,Sales,Sales Director,2012-03-18,12.8,0.87,163703.49,37733.65,64,False,EMP-11742
EMP-14175,Brian Hernandez,Male,38,Sales,Sales Executive,2014-09-05,10.3,0.49,62514.04,3700.83,97,False,EMP-14090
EMP-14176,Mark Scott,Male,57,HR,HR Specialist,2011-08-07,13.4,0.42,56403.88,3023.25,75,False,EMP-13910
EMP-14177,Betty Hill,Female,33,HR,Senior HR Business Partner,2013-02-15,11.9,0.33,66511.56,5520.46,48,True,EMP-10371
EMP-14178,Jeffrey Davis,Male,37,Marketing,Content Writer,2016-07-22,8.4,0.32,42199.1,1924.28,92,False,EMP-13397
EMP-14179,Mary Lee,Other,58,Finance,Senior Accountant,2015-05-29,9.6,0.69,71749.99,8538.25,102,False,EMP-11383
EMP-14180,Edward Young,Other,46,Sales,Account Manager,2015-10-11,9.2,0.64,106627.34,20898.96,94,False,EMP-14986
EMP-14181,Mark Wright,Male,47,Marketing,Content Writer,2011-01-13,14.0,0.39,52412.3,2683.51,90,False,EMP-11462
EMP-14182,Rebecca Allen,Female,46,IT,Data Engineer,2019-05-17,5.6,0.57,75730.99,4967.95,77,False,EMP-12890
EMP-14183,Steven Clark,Male,63,Sales,Sales Director,2013-05-31,11.6,0.8,183742.93,40423.44,80,False,EMP-14262
EMP-14184,Edward Nguyen,Male,50,Sales,Business Development Executive,2012-07-10,12.5,0.28,63960.02,2711.9,65,True,EMP-12203
EMP-14185,Laura Walker,Female,47,Finance,Finance Manager,2010-10-09,14.2,0.79,114987.25,25124.71,99,False,EMP-12028
EMP-14186,Linda Young,Female,60,Sales,Account Manager,2014-02-07,10.9,0.46,115297.03,19485.2,68,False,EMP-10202
EMP-14187,Richard Hernandez,Male,34,Sales,Junior Sales Executive,2012-08-18,12.4,0.53,43476.5,2712.93,73,True,EMP-12261
EMP-14188,Joseph Thompson,Male,33,Sales,Senior Sales Executive,2016-12-15,8.0,0.41,78145.84,7111.27,59,False,EMP-14606
EMP-14189,Laura Miller,Female,42,Marketing,Marketing Director,2015-02-07,9.9,0.74,186114.58,39270.18,109,False,EMP-13340
EMP-14190,Jacob Garcia,Male,32,Marketing,Marketing Specialist,2013-11-14,11.1,0.49,67319.57,3985.32,45,False,EMP-10216
EMP-14191,Matthew Lopez,Male,36,Finance,Accountant,2012-08-16,12.4,0.66,62605.76,4557.7,106,False,EMP-12549
EMP-14192,Deborah White,Female,44,Finance,Senior Accountant,2014-06-29,10.5,0.48,99530.76,9754.01,55,False,EMP-10854
EMP-14193,William Jackson,Male,48,Sales,Sales Executive,2012-09-29,12.3,0.62,81020.48,5639.03,110,False,EMP-10513
EMP-14194,Deborah Hill,Female,41,Operations,Operations Associate,2018-12-04,6.1,0.29,41955.33,1812.47,34,False,EMP-11595
EMP-14195,Jacob Garcia,Male,46,IT,Chief Technology Officer,2012-08-13,12.4,0.92,496926.74,188832.16,118,False,
EMP-14196,Andrew Perez,Male,47,Marketing,Marketing Specialist,2011-04-13,13.7,0.29,57230.16,2472.34,59,False,EMP-11938
EMP-14197,Betty Hernandez,Female,55,HR,VP of HR,2014-09-27,10.3,0.76,257376.26,87507.93,71,False,EMP-10605
EMP-14198,Daniel Martin,Male,46,Sales,Business Development Executive,2013-04-28,11.7,0.42,68987.16,3697.71,98,False,EMP-13292
EMP-14199,Deborah Ramirez,Female,44,Sales,Sales Director,2016-05-16,8.6,0.35,196526.53,29970.3,60,False,EMP-13776
EMP-14200,Richard Robinson,Male,31,IT,Software Engineer,2015-04-03,9.7,0.51,66990.4,4073.02,103,False,EMP-11896
EMP-14201,Timothy Garcia,Other,51,Sales,Sales Associate,2015-09-04,9.3,0.25,54425.12,2177.0,44,True,EMP-11075
EMP-14202,Sharon Smith,Female,37,Sales,Sales Director,2013-04-08,11.7,0.54,214468.72,38818.84,88,False,EMP-12533
EMP-14203,Carol Rodriguez,Female,47,Sales,Sales Executive,2012-03-02,12.8,0.55,68797.26,4403.02,96,False,EMP-10157
EMP-14204,Thomas Hill,Male,54,Sales,Business Development Executive,2017-06-19,7.5,0.55,57826.12,3700.87,87,False,EMP-12484
EMP-14205,Thomas Wilson,Male,42,Operations,Logistics Coordinator,2013-12-27,11.0,0.65,57948.91,4172.32,58,False,EMP-12508
EMP-14206,Carol Allen,Female,37,Operations,Chief Operating Officer,2014-04-28,10.7,0.68,314802.73,100736.87,87,False,
EMP-14207,Sandra Perez,Female,42,HR,Recruitment Coordinator,2011-07-29,13.4,0.18,38302.94,1317.62,52,False,EMP-11110
EMP-14208,Richard Lopez,Male,36,HR,HR Specialist,2018-03-13,6.8,0.39,49865.13,2553.09,77,False,EMP-13196
EMP-14209,William Scott,Male,49,Operations,Operations Analyst,2012-10-24,12.2,0.46,61850.82,3513.13,69,False,EMP-12537
EMP-14210,Susan Sanchez,Female,33,Operations,VP of Operations,2011-05-22,13.6,0.68,217565.71,69621.03,73,False,EMP-10971
EMP-14211,Betty Brown,Female,28,IT,IT Support Specialist,2017-10-23,7.2,0.27,59221.63,2463.62,62,False,EMP-13583
EMP-14212,Thomas Harris,Male,28,IT,Software Engineer,2016-01-08,9.0,0.44,80333.81,4434.43,62,False,EMP-10101
EMP-14213,Deborah Moore,Female,53,Finance,Senior Financial Analyst,2010-12-26,14.0,0.75,80005.4,10000.67,108,False,EMP-10921
EMP-14214,Amanda Flores,Female,42,IT,IT Support Specialist,2015-04-08,9.7,0.28,58702.89,2489.0,68,True,EMP-13004
EMP-14215,Joshua King,Male,49,Operations,Administrative Assistant,2017-08-27,7.3,0.59,37613.23,2527.61,69,False,EMP-14156
EMP-14216,Laura Thompson,Female,45,Sales,Junior Sales Executive,2015-04-07,9.7,0.11,49320.84,1420.44,47,False,EMP-10639
EMP-14217,Kenneth Taylor,Male,32,Sales,Account Manager,2018-04-30,6.7,0.53,124751.86,22392.96,89,False,EMP-11594
EMP-14218,James Hill,Other,35,Sales,Sales Associate,2019-02-22,5.9,0.42,50253.14,2693.57,72,False,EMP-10982
EMP-14219,Stephanie Hill,Female,52,Marketing,Marketing Coordinator,2012-11-02,12.2,0.53,41041.72,2561.0,55,True,EMP-13975
EMP-14220,William Hernandez,Male,32,Operations,Senior Process Manager,2015-12-18,9.0,0.65,81737.56,9399.82,80,False,EMP-11082
EMP-14221,Ryan Thomas,Male,43,HR,HR Director,2015-09-21,9.3,0.37,163797.7,25470.54,66,False,EMP-11051
EMP-14222,Rebecca Scott,Female,34,IT,Senior Software Engineer,2015-11-11,9.1,0.57,111275.43,11906.47,70,False,EMP-11164
EMP-14223,Susan Martin,Female,62,Sales,Account Executive,2010-05-07,14.7,0.86,88235.72,7835.33,70,False,EMP-11336
EMP-14224,Jacob Gonzalez,Male,46,HR,HR Director,2012-04-16,12.7,0.75,151363.59,32164.76,68,False,EMP-13299
EMP-14225,Matthew Lewis,Male,47,Finance,Budget Analyst,2016-05-21,8.6,0.41,67840.87,3582.0,75,False,EMP-11393
EMP-14226,Cynthia Jackson,Female,62,Operations,Process Coordinator,2015-01-20,9.9,0.49,71760.97,4248.25,79,False,EMP-13473
EMP-14227,Paul Ramirez,Male,62,Finance,Budget Analyst,2010-12-24,14.0,0.76,69493.56,5615.08,111,False,EMP-13662
EMP-14228,Emily Torres,Female,45,Finance,Budget Analyst,2013-06-28,11.5,0.43,60522.23,3292.41,51,False,EMP-13247
EMP-14229,Sandra Anderson,Female,28,Marketing,Marketing Coordinator,2014-05-30,10.6,0.36,47584.8,2322.14,83,False,EMP-10588
EMP-14230,Thomas Davis,Male,45,IT,Software Engineer,2014-09-01,10.3,0.47,58904.93,3392.92,101,False,EMP-14412
EMP-14231,John Jackson,Male,32,HR,Senior Recruiter,2017-06-06,7.6,0.57,64867.41,6940.81,89,False,EMP-14310
EMP-14232,Paul Clark,Male,60,IT,IT Director,2014-09-05,10.3,0.84,159641.27,36078.93,92,False,EMP-13988
EMP-14233,David Thompson,Male,31,HR,Senior HR Business Partner,2017-07-28,7.4,0.36,75320.42,6477.56,59,False,EMP-11897
EMP-14234,Charles Young,Male,29,Sales,Sales Manager,2015-07-17,9.5,0.57,105994.99,19662.07,54,True,EMP-10406
EMP-14235,Paul Taylor,Male,52,Operations,Process Coordinator,2012-11-06,12.2,0.63,59093.64,4160.19,109,False,EMP-12106
EMP-14236,Jessica Flores,Female,32,Sales,Senior Account Executive,2016-02-20,8.9,0.51,97515.09,9849.02,49,False,EMP-12529
EMP-14237,Karen King,Female,59,Operations,Logistics Coordinator,2012-12-04,12.1,0.5,63934.38,3836.06,84,False,EMP-13807
EMP-14238,John Moore,Male,45,Sales,Account Manager,2015-08-26,9.3,0.75,135864.85,28871.28,108,False,EMP-11906
EMP-14239,Michelle King,Female,40,Sales,Senior Sales Executive,2014-09-06,10.3,0.76,85862.7,10818.7,68,False,EMP-12250
EMP-14240,Andrew Sanchez,Male,31,Sales,Sales Executive,2012-06-22,12.5,0.79,83689.27,6962.95,85,False,EMP-12866
EMP-14241,Jason Torres,Male,51,Sales,Sales Director,2011-11-20,13.1,0.9,209397.85,49208.49,76,True,EMP-12856
EMP-14242,Matthew White,Male,29,Operations,VP of Operations,2014-08-29,10.3,0.77,201404.79,68981.14,72,False,EMP-12695
EMP-14243,Daniel Wilson,Male,54,HR,Talent Acquisition Manager,2011-03-28,13.8,0.81,127318.89,28201.13,81,False,EMP-12139
EMP-14244,Anthony Brown,Male,35,IT,Data Engineer,2013-12-04,11.1,0.38,66557.07,3354.48,96,False,EMP-14379
EMP-14245,Timothy Thomas,Male,32,Finance,VP of Finance,2010-12-06,14.1,0.81,283251.52,99846.16,65,False,EMP-10224
EMP-14246,Ryan Scott,Male,31,Finance,Senior Accountant,2014-06-07,10.6,0.58,93520.09,10100.17,65,False,EMP-10768
EMP-14247,Ryan Clark,Male,32,Sales,Business Development Executive,2015-01-01,10.0,0.61,79324.77,5457.54,99,False,EMP-10997
EMP-14248,Elizabeth Garcia,Female,33,Operations,Senior Process Manager,2015-09-22,9.3,0.5,91956.45,9195.65,91,False,EMP-14709
EMP-14249,Carol Rodriguez,Female,24,IT,QA Engineer,2020-04-03,4.7,0.54,54261.73,3429.34,62,False,EMP-12085
EMP-14250,Mary Clark,Female,43,Sales,Account Executive,2015-06-06,9.6,0.79,61474.06,5114.64,69,False,EMP-10888
EMP-14251,George Brown,Male,56,IT,Software Engineer,2013-02-08,11.9,0.64,85224.89,6068.01,96,False,EMP-12705
EMP-14252,Melissa Perez,Female,27,HR,Recruiter,2012-02-17,12.9,0.16,51007.66,1673.05,69,False,EMP-13748
EMP-14253,John Lee,Male,38,IT,IT Support Specialist,2020-11-18,4.1,0.43,58203.96,3166.3,88,False,EMP-10844
EMP-14254,Donald Martinez,Male,43,IT,IT Support Specialist,2013-08-10,11.4,0.55,63322.32,4052.63,81,False,EMP-14400
EMP-14255,Jacob Ramirez,Male,48,Operations,Senior Operations Analyst,2013-03-06,11.8,0.68,94148.78,11109.56,80,False,EMP-10719
EMP-14256,Jessica Torres,Female,53,Sales,Account Executive,2013-06-13,11.6,0.39,75582.87,3869.84,78,True,EMP-11952
EMP-14257,Richard Thompson,Male,33,Sales,Senior Sales Executive,2010-03-23,14.8,0.79,77859.39,10043.86,118,False,EMP-13519
EMP-14258,Carol Garcia,Female,25,HR,HR Coordinator,2015-10-28,9.2,0.36,38198.72,1864.1,46,False,EMP-10320
EMP-14259,Anthony Hill,Male,32,IT,QA Engineer,2011-02-18,13.9,0.69,73750.61,5546.05,73,False,EMP-13658
EMP-14260,Ashley Flores,Female,40,Operations,Logistics Manager,2013-05-01,11.7,0.26,96101.81,13358.15,47,False,EMP-12294
EMP-14261,Kenneth Lewis,Male,39,Finance,Budget Analyst,2012-10-23,12.2,0.34,61636.39,2909.24,57,False,EMP-10398
EMP-14262,Matthew Garcia,Male,45,Sales,VP of Sales,2013-01-09,12.0,0.94,199789.15,76918.82,115,False,EMP-11139
EMP-14263,Paul Smith,Male,57,Operations,Logistics Manager,2012-08-18,12.4,0.87,121167.15,27929.03,71,False,EMP-12541
EMP-14264,Jacob Torres,Male,44,Sales,Account Manager,2016-03-19,8.8,0.61,113262.55,21689.78,104,False,EMP-10453
EMP-14265,Deborah Miller,Female,45,Finance,Accountant,2010-04-28,14.7,0.21,79023.51,2908.07,88,False,EMP-12804
EMP-14266,John Miller,Male,46,Marketing,Social Media Manager,2017-05-01,7.7,0.57,75062.29,4924.09,86,False,EMP-14173
EMP-14267,Barbara Anderson,Female,50,HR,HR Director,2013-03-15,11.8,0.78,168189.51,36497.12,65,False,EMP-14054
EMP-14268,Daniel White,Male,53,Operations,Operations Associate,2012-03-28,12.8,0.13,51754.81,1573.35,28,False,EMP-12742
EMP-14269,Sharon King,Female,57,Finance,Senior Financial Analyst,2015-02-28,9.8,0.33,97966.61,8131.23,52,True,EMP-12093
EMP-14270,Donald Hernandez,Male,62,Operations,Administrative Assistant,2014-02-02,10.9,0.67,47551.23,3499.77,87,False,EMP-11434
EMP-14271,Andrew Rodriguez,Male,36,Operations,Senior Process Manager,2012-11-21,12.1,0.59,71006.88,7739.75,65,False,EMP-13070
EMP-14272,Robert Lopez,Male,59,Sales,Sales Executive,2014-09-26,10.3,0.61,70696.64,4863.93,87,False,EMP-11370
EMP-14273,Steven Allen,Male,29,Sales,Sales Executive,2017-03-12,7.8,0.6,76167.7,5179.4,54,False,EMP-10664
EMP-14274,Andrew Lee,Male,38,Marketing,Marketing Manager,2019-07-22,5.4,0.8,96164.54,21156.2,67,False,EMP-13221
EMP-14275,Kenneth Jones,Male,26,Operations,Senior Process Manager,2014-12-31,10.0,0.81,87525.83,11465.88,100,False,EMP-11962
EMP-14276,Charles Lee,Male,25,Sales,Senior Sales Executive,2011-02-16,13.9,0.63,76983.61,8699.15,55,False,EMP-11269
EMP-14277,Edward Garcia,Male,41,Operations,Process Coordinator,2014-02-19,10.9,0.7,66973.75,5090.01,75,False,EMP-14890
EMP-14278,Ryan Torres,Other,42,Sales,Junior Sales Executive,2018-03-24,6.8,0.53,47041.41,2935.38,87,True,EMP-12835
EMP-14279,Sandra Lopez,Female,43,IT,VP of Engineering,2016-12-22,8.0,0.83,234748.17,83922.47,101,False,EMP-11571
EMP-14280,Stephanie Wilson,Female,40,Sales,Sales Executive,2011-09-22,13.3,0.21,80287.17,2954.57,34,False,EMP-11075
EMP-14281,Cynthia Jackson,Female,53,Operations,Senior Operations Analyst,2014-06-30,10.5,0.47,77774.23,7544.1,96,False,EMP-11506
EMP-14282,Amanda Anderson,Female,48,Sales,Sales Manager,2012-04-24,12.7,0.65,144265.12,28492.36,53,False,EMP-14674
EMP-14283,Kenneth White,Male,55,Sales,Sales Executive,2014-07-15,10.5,0.39,76970.16,3940.87,72,False,EMP-10199
EMP-14284,Deborah Williams,Female,41,HR,HR Specialist,2012-11-10,12.1,0.56,62968.67,4080.37,49,False,EMP-10071
EMP-14285,George Thomas,Male,48,Operations,Logistics Manager,2010-11-14,14.1,0.33,94762.82,14167.04,86,False,EMP-13204
EMP-14286,James Young,Male,40,HR,HR Coordinator,2011-05-31,13.6,0.19,51195.8,1802.09,52,False,EMP-13912
EMP-14287,Sarah Lewis,Female,37,Operations,VP of Operations,2019-04-20,5.7,0.8,185435.7,64902.5,67,False,EMP-10188
EMP-14288,Michael Scott,Male,37,Marketing,Content Writer,2014-09-23,10.3,0.32,53960.81,2460.61,76,False,EMP-14489
EMP-14289,Steven Johnson,Male,30,HR,Recruitment Coordinator,2017-10-09,7.2,0.28,46221.83,1959.81,62,False,EMP-12744
EMP-14290,David Moore,Male,49,HR,Talent Acquisition Manager,2013-02-01,11.9,0.79,112626.72,24608.94,90,False,EMP-14197
EMP-14291,Barbara Brown,Female,39,Marketing,Content Manager,2013-11-10,11.1,0.54,55150.33,3485.5,59,True,EMP-11450
EMP-14292,Dorothy Davis,Female,41,IT,IT Director,2013-01-10,12.0,0.68,185845.91,37540.87,64,False,EMP-12377
EMP-14293,Ashley Lewis,Female,39,Sales,Account Manager,2014-02-09,10.9,0.72,129949.49,27029.49,108,False,EMP-13363
EMP-14294,Joseph Nguyen,Male,41,Operations,Supply Chain Manager,2013-02-05,11.9,0.65,102703.82,20284.0,107,False,EMP-10920
EMP-14295,Barbara Walker,Female,47,HR,Senior Recruiter,2018-01-24,6.9,0.57,68101.43,7286.85,53,False,EMP-13017
EMP-14296,Karen King,Female,41,HR,Senior HR Business Partner,2014-09-18,10.3,0.51,90178.75,9108.05,93,False,EMP-14243
EMP-14297,Kevin Davis,Male,43,Sales,Account Executive,2017-02-26,7.8,0.54,55481.93,3506.46,97,False,EMP-10299
EMP-14298,Thomas Rodriguez,Male,53,Finance,Senior Financial Analyst,2016-04-08,8.7,0.32,75344.16,6178.22,43,False,EMP-12093
EMP-14299,Lisa Johnson,Female,51,Finance,Senior Accountant,2013-05-22,11.6,0.56,72007.47,7632.79,89,False,EMP-11056
EMP-14300,Stephanie Williams,Female,39,HR,Recruiter,2014-09-14,10.3,0.71,58350.57,4481.32,88,False,EMP-14295
EMP-14301,Nancy Robinson,Female,47,Finance,Senior Financial Analyst,2012-07-07,12.5,0.69,75575.99,8993.54,86,False,EMP-13803
EMP-14302,Kenneth Torres,Male,40,Sales,Regional Sales Manager,2012-06-29,12.5,0.56,130620.38,24034.15,70,False,EMP-13227
EMP-14303,Cynthia Nguyen,Female,45,Marketing,Content Manager,2017-03-10,7.8,0.54,50100.33,3166.34,95,False,EMP-12656
EMP-14304,Sandra Clark,Female,26,Operations,Operations Manager,2012-06-17,12.5,0.49,123726.33,21466.52,51,False,EMP-10287
EMP-14305,Kimberly Smith,Female,44,IT,Data Engineer,2015-05-26,9.6,0.31,85436.48,3827.55,52,False,EMP-11668
EMP-14306,Stephanie Sanchez,Female,39,Marketing,Digital Marketing Manager,2011-01-30,13.9,0.58,133131.91,24895.67,70,False,EMP-12971
EMP-14307,Deborah Martinez,Female,57,Marketing,Content Writer,2012-03-12,12.8,0.61,39503.17,2717.82,89,False,EMP-13826
EMP-14308,William Sanchez,Male,54,Operations,Logistics Manager,2016-07-25,8.4,0.51,118067.17,20838.86,84,False,EMP-14933
EMP-14309,Patricia Lee,Female,33,Sales,Business Development Executive,2011-03-08,13.8,0.49,61270.5,3627.21,55,False,EMP-12785
EMP-14310,Emily Allen,Female,55,HR,Talent Acquisition Manager,2014-03-26,10.8,0.27,85717.34,12043.29,80,True,EMP-13482
EMP-14311,Joshua Harris,Male,36,Operations,Operations Associate,2013-12-22,11.0,0.3,41755.48,1837.24,55,False,EMP-11878
EMP-14312,Mary Smith,Female,31,Finance,Accounts Payable Specialist,2015-09-24,9.3,0.43,47378.2,2577.37,92,False,EMP-11454
EMP-14313,Nancy Smith,Female,42,Marketing,Senior Content Manager,2011-11-25,13.1,0.27,74642.02,5747.44,40,False,EMP-14701
EMP-14314,Emily Hill,Female,47,Operations,Senior Process Manager,2016-05-25,8.6,0.48,66900.56,6556.25,72,False,EMP-12772
EMP-14315,James Sanchez,Male,42,Operations,Senior Process Manager,2013-06-16,11.5,0.58,71392.7,7710.41,92,False,EMP-10782
EMP-14316,Karen Walker,Female,41,Operations,Administrative Assistant,2014-11-07,10.1,0.25,48887.43,1955.5,91,False,EMP-12790
EMP-14317,William Lopez,Male,43,IT,DevOps Engineer,2010-03-22,14.8,0.64,83440.28,5940.95,82,False,EMP-11309
EMP-14318,Anthony Smith,Male,32,IT,Senior Data Engineer,2015-11-24,9.1,0.68,111071.22,13106.4,61,False,EMP-11249
EMP-14319,Karen Martin,Female,30,Marketing,Marketing Specialist,2013-09-28,11.3,0.53,52478.76,3274.67,81,False,EMP-13422
EMP-14320,Michael Hill,Male,60,Marketing,Brand Manager,2010-10-20,14.2,0.65,129622.42,25600.43,72,False,EMP-13823
EMP-14321,David Thomas,Male,60,Operations,Operations Analyst,2019-06-18,5.5,0.44,69218.27,3820.85,92,False,EMP-13738
EMP-14322,Betty Young,Female,41,Sales,Senior Sales Executive,2011-04-09,13.7,0.45,75271.88,7150.83,81,False,EMP-12042
EMP-14323,Sarah White,Female,50,Finance,Budget Analyst,2010-07-01,14.5,0.53,63188.2,3942.94,46,False,EMP-10415
EMP-14324,Barbara Sanchez,Female,37,Sales,Junior Sales Executive,2010-08-18,14.4,0.3,54637.1,2404.03,39,False,EMP-11052
EMP-14325,Brian Scott,Male,49,IT,IT Manager,2012-07-25,12.4,0.44,121549.69,20177.25,74,False,EMP-12766
EMP-14326,Brian Clark,Male,39,Sales,Account Manager,2016-02-14,8.9,0.32,127826.41,18918.31,42,False,EMP-13283
EMP-14327,Susan Allen,Female,42,IT,DevOps Engineer,2014-09-04,10.3,0.34,85674.73,4043.85,42,False,EMP-11600
EMP-14328,Lisa Johnson,Female,61,Marketing,Content Writer,2012-10-17,12.2,0.23,46489.35,1785.19,46,False,EMP-11715
EMP-14329,Jeffrey Moore,Male,48,Sales,Junior Sales Executive,2013-07-12,11.5,0.59,61313.64,4120.28,55,True,EMP-12390
EMP-14330,John Hill,Male,45,Sales,Sales Associate,2015-10-31,9.2,0.36,57514.56,2806.71,55,False,EMP-10879
EMP-14331,Cynthia Harris,Female,54,Marketing,Social Media Manager,2016-01-05,9.0,0.82,61297.38,5247.06,65,False,EMP-12137
EMP-14332,Jacob Hill,Male,40,IT,QA Engineer,2017-04-12,7.7,0.42,79689.82,4271.37,63,True,EMP-10328
EMP-14333,Margaret Flores,Female,34,Marketing,Content Writer,2015-06-21,9.5,0.2,51547.09,1855.7,64,False,EMP-11450
EMP-14334,Anthony Robinson,Male,33,IT,Software Engineer,2012-04-23,12.7,0.79,84096.48,6996.83,80,False,EMP-12340
EMP-14335,Edward Lewis,Male,44,Sales,Account Manager,2012-03-26,12.8,0.72,102565.13,21333.55,65,False,EMP-14668
EMP-14336,Lisa Jones,Female,48,Marketing,Content Writer,2012-01-05,13.0,0.66,45159.03,3287.58,105,False,EMP-12137
EMP-14337,Sarah Jackson,Female,28,Operations,Operations Analyst,2013-05-22,11.6,0.32,64540.73,2943.06,69,False,EMP-10516
EMP-14338,George Rodriguez,Male,30,IT,DevOps Engineer,2011-07-24,13.4,0.36,82069.34,4004.98,42,False,EMP-11932
EMP-14339,Timothy Thomas,Male,37,Finance,Senior Accountant,2012-03-17,12.8,0.51,95453.01,9640.75,91,True,EMP-13561
